"serial_no","colour reading","mono reading"
"VWV2304751",0,9304
"3382PC52389",0,7719
"W916PB02491",0,86582
"G677J600008",0,202199
"REQ1400967",3265,1099
"3382P952249",0,2204
"3382PC52342",0,7805
"3379PC05568",0,86468
"3379PC05576",0,0
"W913PC04913",0,60701
"VWX1306469",0,25299
"K2159002478",0,0
"W3029005782",0,165819
"C397PC00604",0,6470
"VWS7400476",0,0
"3292Z920840",0,0
"3382PC52356",0,0
"G145PC00232",0,117005
"W914PB00811",0,156615
"RER1801049",0,0
"3082R911169",739,1031
"3382PC52623",0,814
"RR52401577",0,2198
"3082R911315",6074,3997
"C768R522849",349,744
"C507P400067",785,284
"3382P952159",0,2829
"3382PC52624",0,4717
"3382PC52392",0,1807
"4411R510240",0,5200
"V5100900116",0,2491364
"3379PA02125",0,109265
"C397P100606",0,9963
"G679C470089",0,105642
"3082J781367",58,676
"G726M530216",0,0
"3382PC52608",0,2279
"G677J500005",0,14957
"VX22Z05272",0,1162
"3382PC52626",0,2222
"3292Z820904",0,3138
"3102R810631",76,4616
"3102R810635",3657,1709
"G668J600030",0,50179
"3291M320405",0,0
"3382PC52572",0,376
"4422R910053",0,11798
"3089R210803",2110,1122
"G746J900116",818,21252
"C768R920042",26,846
"W3079200724",0,0
"W3058600613",0,0
"3382PC52325",0,20
"3082J781346",418,140
"3292Z721139",0,3836
"W3069101678",0,64694
"W3079200442",0,151808
"G677J500003",0,84453
"G677JB00001",0,127708
"3082R510087",1778,26823
"C388JA00006",0,79377
"C367P400215",0,10718
"RER1801030",2927,3660
"4442R740099",0,4607
"C446CB30024",0,153845
"3129M850516",0,0
"4442R740089",0,0
"4442R740095",0,7008
"VWY2703147",0,0
"VWY2703132",0,0
"RER0900582",8286,14107
"W912P505266",0,119677
"G476M530446",3704,1509
"3292Z821109",0,0
"4412R910145",0,497
"G677J100026",0,36999
"E174M730857",0,0
"3299M720243",0,141534
"3382PC52627",0,401
